Judul;label
ESTIMASI CADANGAN KLAIM MENGGUNAKAN GENERALIZED LINEAR MODEL (GLM)DANCOPULA;Artificial Intelligance dan Robotik
MODEL FUZZY LINEAR REGRESSION UNTUK PERAMALAN PRODUKSI KELAPA SAWIT;Artificial Intelligance dan Robotik
Implementasi CNN dan SVM untuk Identifikasi Penyakit Tomat via Daun;Grafik
IMPLEMENTASI DATA MINING DENGAN METODE AlGORITMA C4.5 UNTUK MENENTUKAN TINGKAT KELAYAKAN SEPEDA MOTOR BEKAS YANG AKAN DIJUAL (STUDI KASUS UD.NISA MOTOR);Artificial Intelligance dan Robotik
IMPLEMENTASI DATA MINING UNTUK PENGENALAN KARAKTERISTIK TRANSAKSI CUSTOMER DENGAN MENGGUNAKAN ALGORITMA C4.5 ;Artificial Intelligance dan Robotik
IMPLEMENTASI FRAGMENTASI HORIZONTAL BASIS DATA TERDISTRIBUSI (STUDI KASUS : SISTEM INFORMASI AKADEMIK UNIVERSITAS KATOLIK SANTO THOMAS);Database dan Sistim Retrieval Informasi
Implementasi FTP ( File Transfer Protokol ) Sebagai Server Backup Router Mikrotik;Sistim Operasi dan Jaringan
Implementasi High Availability Server Dengan Teknik Failover Virtual Computer Cluster;Sistim Operasi dan Jaringan
IMPLEMENTASI K-NEAREST NEIGHBOR UNTUK MENGENALI POLA CITRA DALAM MENDETEKSI PENYAKIT KULIT;Grafik
Implementasi Kombinasi Caesar dan Affine Cipher untuk Keamanan Data Teks;Algoritma dan Struktur Data
Rancang Bangun Sistem Cerdas Thematic Apperception Test Menggunakan Metode Vector Space Model;Artificial Intelligance dan Robotik
"IMPLEMENTASI KRIPTOGRAFI KLASIK PADA
KOMUNIKASI BERBASIS TEKS";Algoritma dan Struktur Data
Implementasi Kriptografi Kunci Publik dengan Algoritma RSA-CRT pada Aplikasi Instant Messaging;Algoritma dan Struktur Data
IMPLEMENTASI KRIPTOGRAFI PADA APLIKASI EMAIL MENGGUNAKAN ALGORITMA ELGAMAL BERBASIS ANDROID;Algoritma dan Struktur Data
IMPLEMENTASI KRIPTOGRAFI PADA FILE ATTACHMENT EMAIL MENGGUNAKAN ALGORITMA RIJNDAEL;Algoritma dan Struktur Data
IMPLEMENTASI KRIPTOGRAFI RSA UNTUK PENINGKATAN KEAMANAN DATABASE E-COMMERCE;Algoritma dan Struktur Data
IMPLEMENTASI KRIPTOGRAFI VIGENERE CIPHER DENGAN PHP;Algoritma dan Struktur Data
IMPLEMENTASI KRIPTOGRAFI EMAIL BERBASIS ANDROID DENGAN METODE ELGAMAL PADA PT SUDATA MAKMUR;Algoritma dan Struktur Data
Implementasi metode Alpha Trimmed Mean Filter menggunakan Opencl untuk penghapusan noise pada citra berwarna;Grafik
Implementasi Metode Basisdata Terdistribusi Untuk Pengelolaan Data Perpustakaan Berbasis Web;Database dan Sistim Retrieval Informasi
Implementasi Metode Caesar Chiper Alphabet Majemuk Dalam Kriptografi Untuk Pengamanan Informasi;Algoritma dan Struktur Data
implementasi metode gaussian filter utuk penghapusan noise pada citra menggunakan GPU;Grafik
IMPLEMENTASI METODE GRAM-SCHMIDT DAN METODE PRINCIPAL COMPONENT DALAM PENAJAMAN CITRA MULTIRESOLUSI;Grafik
Implementasi Metode Gray Level Co-occurrence Matrix dalam Identifikasi Jenis Daun Tengkawang ;Grafik
IMPLEMENTASI METODE MEDIAN FILTERING DAN MIDPOINT FILTERING UNTUK PENGOLAHAN CITRA DIGITAL;Grafik
Implementasi Metode Selection Sort Untuk Menentukan Barang Yang Harus Di Stok Ulang Dalam Sistem Informasi Penjualan;Database dan Sistim Retrieval Informasi
Implementasi Metode Sequential Dalam Pencarian Pendistribusian Barang Pada Cargo Integration System;Database dan Sistim Retrieval Informasi
Implementasi Metode Sorting Sistem Lelang Online Berbasis Web;Database dan Sistim Retrieval Informasi
Implementasi Sequential Search Pada Pencarian Data Tarif Aplikasi Perjalanan Dinas Karyawan PT Telkom Akses;Database dan Sistim Retrieval Informasi
IMPLEMENTASI SEQUENTIAL SEARCH UNTUK MONITORING LOG CLIENT PADA SERVER LINUX ;Database dan Sistim Retrieval Informasi
Pengelompokan Data Kriminal Pada Poldasu Menentukan Pola Daerah Rawan Tindak Kriminal Menggunakan Data Mining Algoritma K-Means Clustering;Database dan Sistim Retrieval Informasi
IMPLEMENTASI SISTEM KEAMANAN FILE DENGAN METODE STEGANOGRAFI EOF DAN ENKRIPSI CAESAR CIPHER;Algoritma dan Struktur Data
"IMPLEMENTASI SISTEM OPERASI LINUX FEDORA 22
SEBAGAI WEBSERVER DALAM MENDUKUNG LAYANAN SISTEM
TERDISTRIBUSI
";Sistim Operasi dan Jaringan
Implementasi Sistem Penjadwalan Akademik Fakultas Teknik Universitas Tanjungpura Menggunakan Metode Algoritma Genetika;Database dan Sistim Retrieval Informasi
Implementasi Sistem Terdistribusi Load Balancing Haproxy dan Replikasi MySQL;Database dan Sistim Retrieval Informasi
IMPLEMENTASI TEKNIK BINARY SEARCH PADA KAMUS INDONESIABATAK TOBA;Database dan Sistim Retrieval Informasi
Steganografi LSB Dengan Modifikasi Kriptografi: Caesar, Vigenere, Hill Cipher dan Playfair Pada Image;Algoritma dan Struktur Data
"IMPLEMENTASI TEXT MINING DALAM KLASIFIKASI  BUKU DENGAN METODE NA“VE BAYES CLASSIFIER  STUDI KASUS PADA PERPUSTAKAAN STMIK  PPKIA TARAKANITA RAHMAWATI 
";Artificial Intelligance dan Robotik
IMPLEMENTASI VoIP (VOICE OVER INTERNET PROTOKOL) PADA JARINGAN LAN (LOCAL AREA NETWORK) DINAS KESEHATAN KABUPATEN MUSI BANYUASIN;Sistim Operasi dan Jaringan
Implementasi Algoritma Kriptografi RSA untuk Enkripsi dan Dekripsi Email;Algoritma dan Struktur Data
Implementasi Parallel Computing untuk mengoptimalkan komputasi pada aplikasi transliterasi huruf latin ke Aksara Jawa;Algoritma dan Struktur Data
"Indexing dan Searching Document Menggunakan
Metode Semantic Suffix Tree Clustering Berbasis";Database dan Sistim Retrieval Informasi
Information Retrieval dengan Menggunakan Metode Latent Semantik Indexing (LSI) pada Proses Searching dan Klasifikasi Buku: Studi Kasus Perpustakaan STMIK Bumigora;Database dan Sistim Retrieval Informasi
"JURNAL ANALISIS SISTEM OPERASI
FITUR KEAMANAN WINDOWS, LINUX Dan MACINTOSH";Sistim Operasi dan Jaringan
PEMBUATAN APLIKASI PENJADWALAN DAN RESERVASI UNTUK PENGGUNAAN PRIVATE CLOUD COMPUTING;Algoritma dan Struktur Data
"Pelabelan tak teratur titik pada graf hasil kali corona antara prisma dan komplemen graf lengkap
";Algoritma dan Struktur Data
KAJIAN KOMPARASI PENERAPAN ALGORITMA SUPPORT VECTOR MACHINE (SVM) DAN MULTILAYER PERCEPTRON (MLP)  DALAM PREDIKSI INDEKS SAHAM SEKTOR PERBANKAN:  STUDI KASUS SAHAM LQ45 IDX BANK BCA;Artificial Intelligance dan Robotik
"AKTIVASI MODEM RAISECOM 551E- 4GE UNTUK LAYANAN LINK
MPLS MENGGUNAKAN METODE POINT TO POINT PADA SISI
PELANGGAN
";Sistim Operasi dan Jaringan
KEAMANAN FILE MENGGUNAKAN TEKNIK KRIPTOGRAFI SHIFT CIPHER;Algoritma dan Struktur Data
Analisis Kinerja Jaringan Wireless LAN Menggunakan Metode QOS (Quality of Service) Di Perpustakaan SMK Negeri 5 Bandar Lampung;Sistim Operasi dan Jaringan
KLASIFIKASI BATIK MENGGUNAKAN METODE K-NEAREST NEIGHBOUR BERDASARKAN GRAY LEVEL CO-OCCURRENCE MATRICES (GLCM) ;Grafik
Klasifikasi Citra Batik Menggunakan Jaringan Syaraf Tiruan Berdasarkan Gray Level CoOccurrence Matrices (GLCM) ;Grafik
KLASIFIKASI CITRA DENGAN MATRIKS KO-OKURENSI ARAS KEABUAN (Gray Level Co-occurrence Matrix-GLCM) PADA LIMA KELAS BIJI-BIJIAN;Grafik
Klasifikasi Citra Mammogram Menggunakan Metode  K-Means, GLCM, dan Support Vector Machine (SVM) ;Grafik
Klasifikasi Citra Menggunakan Convolutional Neural Network (Cnn) pada Caltech 101 ;Grafik
KLASIFIKASI CITRA MENGGUNAKAN MULTI TEXTON HISTOGRAM DAN PROBABILISTIC NEURAL NETWORK;Grafik
"KLASIFIKASI DOKUMENT TEKS MENGGUNAKAN ALGORITMA NAIVE BAYES DENGAN BAHASA PEMOGRAMAN JAVA 
 
 ";Artificial Intelligance dan Robotik
KLASIFIKASI JENIS DAGING BERDASARKAN TEKSTUR MENGGUNAKAN METODE GRAY LEVEL COOCURENT MATRIX ;Grafik
KLASIFIKASI JENIS KUALITAS KEJU DENGAN MENGGUNAKAN METODE GRAY LEVEL COOCCURRENCE MATRIX (GLCM) DAN SUPPORT VECTOR MACHINE (SVM) PADA CITRA DIGITAL ;Grafik
Klasifikasi Konten Berita Dengan Metode  Text Mining SYMMETRIC;Artificial Intelligance dan Robotik
Klasifikasi Penyakit Paru Berdasarkan Citra Rontgen dengan Metoda Segmentasi Sobel;Grafik
"Evaluasi Ekstraksi Fitur GLCM dan LBP Menggunakan Multikernel SVM
untuk Klasifikasi Batik";Grafik
KOMBINASI ALGORITMA AES, RC4 DAN ELGAMAL DALAM SKEMA HYBRID UNTUK KEAMANAN DATA;Algoritma dan Struktur Data
Kombinasi Algoritma Caesar Cipher dan Algoritma RSA untuk pengamanan File Dokumen dan Pesan Teks;Algoritma dan Struktur Data
Kombinasi Algoritma Genetika dengan Algoritma Palgunadi untuk Penjadwalan Mata Kuliah di Universitas Sebelas Maret;Database dan Sistim Retrieval Informasi
"KOMBINASI KRIPTOGRAFI CAESAR CIPHER DAN
STEGANOGRAFI LEAST SIGNIFICANT BIT (LSB) PADA CITRA
BERFORMAT BITMAP";Grafik
Komparasi Algoritma Klasifikasi Machine Learning Dan Feature Selection pada Analisis Sentimen Review Film ;Artificial Intelligance dan Robotik
KOMPARASI ALGORITMA KLASIFIKASI TEXT MINING UNTUK ANALISIS SENTIMEN PADA REVIEW RESTORAN ;Artificial Intelligance dan Robotik
Komparasi Algoritma Quicksort dan Bucket Sort pada Pengurutan Data Integer;Database dan Sistim Retrieval Informasi
KOMPARASI ALGORITMA QUICKSORT DAN BUCKET SORT PENGURUTAN DATA INTEGER MENGGUNAKAN BAHASA C++;Database dan Sistim Retrieval Informasi
Komparasi Metode EM-GMM (Expectation Maximization-Gaussian Mixture Model) dan FCM (Fuzzy C-Means) dalam Segmentasi Citra Otak MRI (Magnetic Resonance Imaging) di RSUD Soetomo dalam Menentukan Area Tumor Otak;Grafik
"Kompleksitas Algoritma Pengurutan
Selection Sort dan Insertion Sort 
";Database dan Sistim Retrieval Informasi
Komputasi Penentuan Kualitas pada Fiber Optik Berdasarkan Rugi Daya dengan Gaussian Naive Bayes Menggunakan Teknologi CUDA;Artificial Intelligance dan Robotik
KRIPTOGRAFI DENGAN KOMPOSISI CAESAR CIPHER DAN AFFINE CIPHER UNTUK MENGUBAH PESAN RAHASIA;Algoritma dan Struktur Data
Kriptografi Email menggunakan Algoritma Rivest Code 6 (Rc6) berbasis Java Pada PT. XYZ;Algoritma dan Struktur Data
"Kriptografi untuk Keamanan Pengiriman
Email Menggunakan Blowfish dan Rivest
Shamir Adleman (RSA)";Algoritma dan Struktur Data
"Manajemen Jadwal Proyek dan Karyawan Berbasis Web PadaPT. Bee Solution Partners
";Sistim Operasi dan Jaringan
"MANAJEMEN SERVER JARINGAN KOMPUTER BERBASIS
TEKNOLOGI VIRTUALISASI MENGGUNAKAN PROXMOX";Sistim Operasi dan Jaringan
Market Basket Analysis Menggunakan Algoritma Eclat (Kasus Data Transaksi Penjualan Groceries) ;Artificial Intelligance dan Robotik
"Media Pembelajaran untuk Metode
Penjadwalan First Come First Serve-Ejecting
Based Dynamic Scheduling (FCFS-EDS)
untuk MPI Job dalam Sistem Grid System";Sistim Operasi dan Jaringan
"Memaksimalkan Sistem Operasi Wndows Dengan Merubah
Konfigurasi Registry";Sistim Operasi dan Jaringan
Membangun Sistem Cloud Computing Dengan Implementasi Load Balancing dan Pengujian Algoritma Penjadwalan Linux Virtual Server Pada FTP Server;Algoritma dan Struktur Data
MEMBANGUN SISTEM PAKAR  UNTUK MENGIDENTIFIKASI JENIS PENYAKIT PADA TANAMAN JERUK BERBASIS WIRELESS APLICATION PROTOCOL (WAP)  DENGAN WIRELESS MARKUP LANGUAGE (WML)  DAN PHP HYPERTEXT PREPROCESSOR (PHP) ;Artificial Intelligance dan Robotik
MENGHITUNG RUTE TERPENDEK MENGGUNAKAN ALGORITMA A* DENGAN FUNGSI EUCLIDEAN DISTANCE;Artificial Intelligance dan Robotik
METODE LOKALISASI ROBOT OTONOM DENGAN MENGGUNAKAN ADOPSI ALGORITMA HEURISTIC SEARCHING DAN PRUNING UNTUK PEMBANGUNAN PETA PADA KASUS SEARCH-AND-SAFE;Database dan Sistim Retrieval Informasi
METODE PENDEKATAN MENGHITUNG AGREGASI QUANTILE PADA SISTEM MANAJEMEN DATA DENGAN MENGGUNAKAN STRUKTUR POHON BINER;Sistim Operasi dan Jaringan
Metode Segmentasi Paru-paru dan Jantung Pada Citra X-Ray Thorax;Grafik
METODE SUPPORT VECTOR MACHINE DAN FORWARD SELECTION PREDIKSI PEMBAYARAN PEMBELIAN BAHAN BAKU KOPRA ;Artificial Intelligance dan Robotik
Migrasi Sistem Operasi Windows ke Sistem Operasi Linux Sidux pada Laboratorium Jaringan Komputer;Sistim Operasi dan Jaringan
MINIMASI MAKESPAN PADA PENJADWALAN FLOW SHOP MESIN PARALEL PRODUK STEEL BRIDGE B-60 MENGGUNAKAN METODE LONGEST PROCESSING TIME DAN PARTICLE SWARM OPTIMIZATION;Sistim Operasi dan Jaringan
"Model Fragmentasi Sistem Basis Data Terdistribusi
Studi Kasus Sistem Member Warnet";Database dan Sistim Retrieval Informasi
MODEL KEAMANAN INFORMASI BERBASIS DIGITAL SIGNATURE DENGAN ALGORITMA RSA;Algoritma dan Struktur Data
MODIFIKASI ALGORITMA CAESAR CHIPER DAN RAIL FENCE UNTUK PENINGKATAN KEAMANAN TEKS ALFANUMERIK DAN KARAKTER KHUSUS;Algoritma dan Struktur Data
Analisis Dan Simulasi Perbandingan Qos Di Routing Protokol Mpls Ospf Dan Mpls Is-is Di Jaringan Ipv6 Menggunakan Gns3 Untuk Layanan Video Streaming;Sistim Operasi dan Jaringan
NALISIS KINERJA PACKET FILTERING BERBASIS MIKROTIK ROUTERBOARD PADA SISTEM KEAMANAN JARINGAN;Sistim Operasi dan Jaringan
NETWORKING OPERATING SYSTEM (NOS) BERBASIS SIMULASI MULTIMEDIA;Sistim Operasi dan Jaringan
OPTIMALISASI PENGGUNAAN HARDWARE SERVER MEMPERGUNAKAN VIRTUALISASI SERVER DI SMAN 1 WONOSARI;Sistim Operasi dan Jaringan
"OPTIMALISASI PENJADWALAN PEMADAMAN HOTSPOT
KEBAKARAN HUTAN DAN LAHAN MENGGUNAKAN
ALGORITMA GENETIK";Artificial Intelligance dan Robotik
OPTIMASI ALGORITMA LEARNING VECTOR QUANTIZATION (LVQ) DALAM PENGKLASIFIKASIAN CITRA DAGING SAPI DAN DAGING BABI BERBASIS GLCM DAN HSV ;Grafik
OPTIMASI ALGORITMA SHELL SORT DALAM PENGURUTAN DATA HURUF DAN ANGKA;Database dan Sistim Retrieval Informasi
Analisis Quality Of Service (QoS) pada Jaringan VPN dan MPLS VPN Menggunakan GNS3;Sistim Operasi dan Jaringan
CONGESTION CONTROL PADA JARINGAN KOMPUTER BERBASIS MULTI PROTOCOL LABEL SWITCHING (MPLS);Sistim Operasi dan Jaringan
"OPTIMASI PENJADWALAN MATA KULIAH
DENGAN ALGORITMA GENETIKA
(Studi Kasus di AMIK JTC Semarang)";Database dan Sistim Retrieval Informasi
"Optimasi Penjadwalan Mata Pelajaran Menggunakan
Algoritma Genetika (Studi Kasus : SMPN 1 Gondang
Mojokerto) 
";Database dan Sistim Retrieval Informasi
"OPTIMASI PENJADWALAN PERAWAT MENGGUNAKAN
ALGORITMA GENETIKA 
";Database dan Sistim Retrieval Informasi
"OPTIMASI PENJADWALAN PERKULIAHAN DENGAN BATASAN LUNAK (SOFT
CONSTRAINTS) PADA PRODI TEKNIK ELEKTRO UNIMED MENGGUNAKAN
ALGORITMA GENETIKA";Database dan Sistim Retrieval Informasi
Lintasan Hamiltonian pada Graf 4-Connected;Algoritma dan Struktur Data
Pemanfaatan Ciri Gray Level Co-Occurrence Matrix (GLCM) Citra Buah Jeruk Keprok (Citrus reticulata Blanco) untuk Klasifikasi Mutu ;Grafik
Pemanfaatan Clustering Algoritma McKmeans  untuk Business Intelligence ;Artificial Intelligance dan Robotik
PEMANFAATAN METODE CART UNTUK MEMPREDIKSI OMSET SEPATU PRIA;Artificial Intelligance dan Robotik
PEMANFAATAN METODE HEURISTIK DALAM PENCARIAN JALUR TERPENDEK DENGAN ALGORITMA SEMUT DAN ALGORITMA GENETIKA;Artificial Intelligance dan Robotik
PEMBANGUNAN APLIKASI PEMBANDING KRIPTOGRAFI DENGAN CAESAR CIPHER DAN ADVANCE ENCRYPTION STANDARD (AES) UNTUK FILE TEKS;Algoritma dan Struktur Data
Pembangunan Sistem Informasi Presensi Perkuliahan Menggunakan Basis Data Terdistribusi dengan Metode Replikasi-Asynchronous;Database dan Sistim Retrieval Informasi
PEMBUATAN APLIKASI PACKAGE DEPENDENCY MERGER BERBASIS SISTEM OPERASI DEBIAN GNU/LINUX;Sistim Operasi dan Jaringan
Pembuatan Kamus Digital Jawa - Indonesia dengan Metode Sequential Searching;Database dan Sistim Retrieval Informasi
Pembuatan Modul Ajar Sistem Operasi Manajemen Memori dan Virtual Memori;Sistim Operasi dan Jaringan
"PEMBUATAN PERANGKAT LUNAK
MEDIA PEMBELAJARAN KRIPTOGRAFI KLASIK";Algoritma dan Struktur Data
"PEMECAHAN SISTEM TRIDIAGONAL
DALAM KOMPUTASI PARALEL DENGAN SIKLUS REDUKSI ";Algoritma dan Struktur Data
IMPLEMENTASI TEORI DISTRIBUSI PROBABILITAS GAUSSIAN PADA KUALITAS RANGKAIAN PENYEARAH GELOMBANG PENUH;Algoritma dan Struktur Data
Pemodelan Sistem Data Terdistribusi Untuk Mengintegrasikan Data Akademik Dan Keuangan;Database dan Sistim Retrieval Informasi
Pemetaan Lokasi Kejadian dalam Sistem Deteksi Kejadian dengan Data Twitter Menggunakan Teori Graf;Algoritma dan Struktur Data
"PENCARIAN FILE DENGAN METODE BINARY SEARCHING DAN DENGAN
PENDEKATAN WILDCARD CHARACTER";Database dan Sistim Retrieval Informasi
Pencarian Jalur Terpendek dalam GPS dengan Menggunakan Teori graf Using Graph Theory for Finding Shortest Path in GPS;Artificial Intelligance dan Robotik
"Penentuan Anomali Gayaberat Regional dan Residual Menggunakan Filter
Gaussian Daerah Mamuju, Sulawesi Barat";Grafik
"Penentuan Pola Pembelian Konsumen pada Indomaret GKB Gresik dengan Metode FP-Growth
";Artificial Intelligance dan Robotik
PENENTUAN POLA YANG SERING MUNCUL UNTUK PENJUALAN PUPUK MENGGUNAKAN  ALGORITMA FP-GROWTH ;Artificial Intelligance dan Robotik
PENENTUAN WILAYAH WAJAH MANUSIA PADA CITRA BERWARNA BERDASARKAN WARNA KULIT DENGAN METODE TEMPLATE MATCHING;Grafik
PENERAPAN KOMPUTASI PARALEL PADA APLIKASI DATA CLEANING MULTIPLE DATA EDIT;Algoritma dan Struktur Data
Penerapan Algoritma FP-Growth Dalam Penentuan Pola Pembelian Konsumen Pada Kain Tenun Medali Mas ;Artificial Intelligance dan Robotik
Penerapan Algoritma Greedy Dalam Menentukan Rute Terpendek Puskesmas (Studi Kasus: Kota Tanjungpinang);Artificial Intelligance dan Robotik
Penerapan Algoritma K-means Pada Kompresi Adaptif Citra Medis Mri;Grafik
Penerapan Algoritma Kriptografi ElGamal untuk Pengaman File Citra;Algoritma dan Struktur Data
Penerapan Algoritma Kriptografi TEA Dan Base64 Untuk Mengamankan Email Data Policy Asuransi;Algoritma dan Struktur Data
PENERAPAN ALGORITMA QUICK PIVOT SORT DAN RADIX SORT PADA DATA BUKU;Database dan Sistim Retrieval Informasi
PENERAPAN ASSOCIATION RULE MINING MENGGUNAKAN ALGORITMA APRIORI UNTUK MENENTUKAN POLA PEMBELIAN KONSUMEN PADA DATA TRANSAKSI PENJUALAN ;Artificial Intelligance dan Robotik
Penerapan dan Analisis Virtualisasi Router Menggunakan RouterOS;Sistim Operasi dan Jaringan
Penerapan Data Mining Dalam Menganalisa Data Penjualan Untuk Mendapatkan Pola Rekomendasi Penjualan Menggunakan Algoritma Apriori Pada K3 Mart ;Artificial Intelligance dan Robotik
PENERAPAN DATA MINING UNTUK ANALISA POLA PEMBELIAN KONSUMEN DENGAN ALGORITMA APRIORI PADA DATA TRANSAKI PENJUALAN ;Artificial Intelligance dan Robotik
PENERAPAN DATA MINING UNTUK ANALISIS POLA PEMBELIAN KONSUMEN DENGAN ALGORITMA FPGROWTH PADA DATA TRANSAKSI PENJUALAN SPARE PART MOTOR;Artificial Intelligance dan Robotik
Usulan Penjadwalan Mesin Paralel Identik Untuk Meminimasi Total Tardiness Dengan Menggunakan Metode Algoritma Genetika Pada Workcenter Mesin Frais Di Cv.xyz;Algoritma dan Struktur Data
Penerapan Data Mining Untuk Analisis Pola Pembelian Produk Pada Clapper Movie Caf? Menggunakan Metode Association Rule ;Artificial Intelligance dan Robotik
PENERAPAN DATA MININGPADA PERUSAHAAN RITAIL PAKAIAN UNTUK MEMPREDIKSI KETERSEDIAAN JENIS BARANG DENGAN MENGGUNAKAN ALGORITMA FP-GROWTH ;Artificial Intelligance dan Robotik
PENERAPAN ENKRIPSI DAN DEKRIPSI FILE MENGGUNAKAN ALGORITMA DATA ENCRYPTION STANDARD (DES);Algoritma dan Struktur Data
PENERAPAN GRAF PADA PERSIMPANGAN MENGGUNAKAN ALGORITMA WELSH-POWEL UNTUK OPTIMALISASI PENGATURAN TRAFFIC LIGHT;Algoritma dan Struktur Data
"PENERAPAN KONSEP BUSINESS INTELLIGENCE UNTUK PERCEPATAN PENYELESAIAN PERKARA PADA PANMUD PERDATA  KHUSUS MAHKAMAH AGUNG RI  
 ";Artificial Intelligance dan Robotik
Penerapan Metode Data Mining Market Basket Analysis Terhadap Data Penjualan Produk Pada Toko Oase Menggunakan Algoritma Apriori;Artificial Intelligance dan Robotik
"PENERAPAN METODE AGGLOMERATIV HIRARCHICAL CLUSTURING UNTUK KLASIFIKASI DOKUMEN SKRIPSI
Elan Dinata";Artificial Intelligance dan Robotik
PENERAPAN METODE HEURISTIK (ALGORITMA IDA* DAN B&B) DALAM PEMECAHAN N-Queen Problem;Artificial Intelligance dan Robotik
Penerapan Metode Hill Climbing Pada Sistem Informasi Geografis Untuk Mencari Lintasan Terpendek ;Artificial Intelligance dan Robotik
PENERAPAN METODE HILL CLIMBING SEARCH UNTUK PENCARIAN LOKASI TERDEKAT PADA APLIKASI TOKO VIRTUAL BERBASIS ANDROID;Artificial Intelligance dan Robotik
Penerapan Metode Median Filter untuk Mereduksi Noise Speckle dan Salt & Pepper pada Citra Ortokromatik;Grafik
PENERAPAN METODE SIMPLE HILL CLIMBING SEARCH UNTUK PENCARIAN LOKASI TERDEKAT SEKOLAH MENENGAH ATAS MUHAMMDIYAH;Artificial Intelligance dan Robotik
Penerapan Metode Support Vector Machine (SVM) Menggunakan Kernel Radial Basis Function (RBF) Pada Klasifikasi Tweet ;Artificial Intelligance dan Robotik
PENERAPAN METODE TSUKAMOTO DALAM SISTEM PENDUKUNG KEPUTUSAN UNTUK MENENTUKANJUMLAH PRODUKSI BARANG (STUDI KASUS : PT. BUDIJAYA MAKMURSENTOSA);Artificial Intelligance dan Robotik
Penerapan MySQL Cluster untuk Membangun Replikasi Dua Arah Basis Data Terdistribusi dengan Penerapan Metode Fail Over dan Load Balancing;Database dan Sistim Retrieval Informasi
Perancangan jaringan multiprotocol label switching virtual private network (MPLS VPN) dengan menggunakan simulator router mx juniper 14.1R1.10;Sistim Operasi dan Jaringan
PENERAPAN PEWARNAAN GRAF PADA PENJADWALAN UJIAN MENGGUNAKAN ALGORITMAWELSH POWELL;Algoritma dan Struktur Data
PENERAPAN SISTEM REPLIKASI DAN INTEGRASI BASIS DATA TERDISTRIBUSI PADA PANGKALAN DATA PENDIDIKAN TINGGI (PDPT);Database dan Sistim Retrieval Informasi
Penerapan Teknologi Virtualisasi Tingkat Sistem Operasi Pada Server Linux Ubuntu 8.04 Menggunakan OpenVZ;Sistim Operasi dan Jaringan
PENERAPAN TEORI GRAF PADA ANALISIS JEJARING SOSIALDENGAN MENGGUNAKAN MICROSOFT MICROSOFT NODE XL;Algoritma dan Struktur Data
"PENERAPAN WEB SERVICE PADA APLIKASI SISTEM AKADEMIK PADA
PLATFORM SISTEM OPERASI MOBILE ANDROID";Sistim Operasi dan Jaringan
Pengamanan Data Informasi menggunakan Kriptografi Klasik;Algoritma dan Struktur Data
PENGANALISIS KESEGARAN DAGING SAPI DAN DAGING BABI MENTAH BERDASARKAN KLASIFIKASI WARNA DAN KELEMBABAN ;Artificial Intelligance dan Robotik
PENGAPLIKASIAN TEORI GRAF PADA ANALISIS JEJARING SOSIAL DALAM STRUKTUR ORGANISASI UNISBA DI BAWAH PIMPINAN WAREK I MENGGUNAKAN APLIKASI MICROSOFT NODEXL;Algoritma dan Struktur Data
PENGARUH INTENSITAS CAHAYA TERHADAP HASIL PENGENALAN CITRA  DENGAN GRAY LEVEL CO-OCCURRENCE MATRIX DAN  PROBABILISTIC NEURAL NETWORK ;Grafik
Pengaruh Preprocessing Data pada Metode SVR dalam Memprediksi Permintaan Obat;Artificial Intelligance dan Robotik
Analisis Perbandingan Efisiensi Algoritma Brute Forcedan Divide and Conquerdalam Proses Pengurutan Angka;Algoritma dan Struktur Data
PENGEMBANGAN ALGORTIMA APRIORI UNTUK PENGAMBILAN KEPUTUSAN ;Artificial Intelligance dan Robotik
PENGEMBANGAN APLIKASI PENJADWALAN KEGIATAN PELATIHAN TEKNOLOGI INFORMASI DAN KOMUNIKASI DENGAN ALGORITMA GENETIKA (STUDI KASUS: BPRTIK);Database dan Sistim Retrieval Informasi
Pengembangan Buku Ajar Kompilasi Teori Graf dengan Model Addie;Algoritma dan Struktur Data
"PENGEMBANGAN JARINGAN LOCAL AREA NETWORK MENGGUNAKAN
SISTEM OPERASI LINUX REDHAT 9 ";Sistim Operasi dan Jaringan
Pengembangan Manajemen Multi Server Berbasis Web Menggunakan Framework Django;Sistim Operasi dan Jaringan
PENENTUAN TINGKAT SIMILARITAS DOKUMEN MENGGUNAKAN VECTOR SPACE MODEL UNTUK MEMBANTU PENDETEKSIAN PLAGIARISME;Database dan Sistim Retrieval Informasi
Pengembangan Penjadwalan Kuliah Menggunakan Metode : Auto Generate Time Table;Sistim Operasi dan Jaringan
PENGEMBANGAN PERANGKAT LUNAK BERBASIS JARINGAN SYARAF TIRUAN UNTUK PERAMALAN BEBAN LISTRIK JANGKA PENDEK (STUDI KASUS DI PT.PLN AREA DISTRIBUSI JABAR);Artificial Intelligance dan Robotik
PENGEMBANGAN PERANGKAT LUNAK JARINGAN SYARAF TIRUAN UNTUK PENGKLASIFIKASIAN DATA APLIKASI KREDIT PERBANKAN MENGGUNAKAN METODE PROPAGASI BALIK;Artificial Intelligance dan Robotik
PENGEMBANGAN SISTEM OPERASI BERBASIS OPEN SOURCE DALAM PEMILIHAN PAKET DISTRIBUSI UNTUK MENUNJANG KEGIATAN AKADEMIK DILINGKUNGAN UNSIKA;Sistim Operasi dan Jaringan
